timestamp,policy,proto,src,dst,src_port,dst_port,path
1778465406.8592048,FIFO,tcp,10.0.0.7,10.0.0.3,48684,5098,balanced
1778465406.8627439,FIFO,tcp,10.0.0.3,10.0.0.5,38996,5097,high_bw
1778465406.91697,FIFO,tcp,10.0.0.1,10.0.0.8,38978,5099,low_delay
1778465406.9385612,FIFO,tcp,10.0.0.5,10.0.0.4,36632,5100,balanced
1778465406.942771,FIFO,tcp,10.0.0.7,10.0.0.3,53210,5102,high_bw
1778465406.959263,FIFO,tcp,10.0.0.2,10.0.0.7,55308,5101,low_delay
1778465406.9656546,FIFO,tcp,10.0.0.3,10.0.0.7,43334,5103,balanced
1778465406.9804125,FIFO,tcp,10.0.0.8,10.0.0.3,40566,5104,high_bw
1778465406.996723,FIFO,tcp,10.0.0.4,10.0.0.8,35444,5105,low_delay
1778465407.0194976,FIFO,tcp,10.0.0.1,10.0.0.7,51012,5107,balanced
1778465407.0336301,FIFO,tcp,10.0.0.6,10.0.0.3,49640,5106,high_bw
1778465407.0505505,FIFO,tcp,10.0.0.7,10.0.0.4,37440,5108,low_delay
1778465407.0552764,FIFO,tcp,10.0.0.2,10.0.0.8,34744,5109,balanced
1778465407.1061697,FIFO,tcp,10.0.0.6,10.0.0.2,41884,5112,high_bw
1778465407.1144397,FIFO,tcp,10.0.0.3,10.0.0.5,42036,5111,low_delay
1778465407.115702,FIFO,tcp,10.0.0.5,10.0.0.3,51860,5110,balanced
1778465407.1603897,FIFO,tcp,10.0.0.2,10.0.0.8,50102,5113,high_bw
1778465407.17748,FIFO,tcp,10.0.0.5,10.0.0.4,56322,5114,low_delay
1778465407.1999483,FIFO,tcp,10.0.0.5,10.0.0.2,42048,5118,balanced
1778465407.2042627,FIFO,tcp,10.0.0.2,10.0.0.8,50222,5115,high_bw
1778465407.2135124,FIFO,tcp,10.0.0.6,10.0.0.1,45050,5116,low_delay
1778465407.2160335,FIFO,tcp,10.0.0.2,10.0.0.6,39332,5117,balanced
1778465407.223853,FIFO,tcp,10.0.0.7,10.0.0.4,38598,5122,high_bw
1778465407.2266402,FIFO,tcp,10.0.0.4,10.0.0.7,34400,5119,low_delay
1778465407.2324555,FIFO,tcp,10.0.0.8,10.0.0.4,39176,5120,balanced
1778465407.2333786,FIFO,tcp,10.0.0.7,10.0.0.3,59690,5124,high_bw
1778465407.2415602,FIFO,tcp,10.0.0.6,10.0.0.2,44472,5126,low_delay
1778465407.2449532,FIFO,tcp,10.0.0.4,10.0.0.8,54198,5121,balanced
1778465407.2460265,FIFO,tcp,10.0.0.4,10.0.0.5,47690,5123,high_bw
1778465407.2512891,FIFO,tcp,10.0.0.1,10.0.0.6,58378,5125,low_delay
1778465407.2670546,FIFO,tcp,10.0.0.3,10.0.0.8,46116,5127,balanced
1778465407.3149798,FIFO,tcp,10.0.0.1,10.0.0.8,55540,5129,high_bw
1778465407.3177814,FIFO,tcp,10.0.0.8,10.0.0.4,50752,5128,low_delay
1778465407.3393893,FIFO,tcp,10.0.0.7,10.0.0.3,54362,5130,balanced
1778465407.3750606,FIFO,tcp,10.0.0.8,10.0.0.4,42596,5132,high_bw
1778465407.3782463,FIFO,tcp,10.0.0.4,10.0.0.6,34590,5131,low_delay
1778465407.3961594,FIFO,tcp,10.0.0.4,10.0.0.6,37144,5133,balanced
1778465407.4283614,FIFO,tcp,10.0.0.5,10.0.0.4,60476,5134,high_bw
