timestamp,policy,proto,src,dst,src_port,dst_port,path
1778546287.2372017,FIFO,icmp,10.0.0.2,10.0.0.8,,,upper
1778546287.239848,FIFO,tcp,10.0.0.6,10.0.0.2,55424,5022,lower
1778546287.247375,FIFO,tcp,10.0.0.6,10.0.0.1,42200,5024,upper
1778546287.2572293,FIFO,tcp,10.0.0.7,10.0.0.3,33882,5018,lower
1778546287.2679665,FIFO,tcp,10.0.0.3,10.0.0.6,56592,5019,upper
1778546287.274653,FIFO,tcp,10.0.0.8,10.0.0.4,58962,5020,lower
1778546287.284131,FIFO,tcp,10.0.0.2,10.0.0.8,53332,5021,upper
1778546287.286828,FIFO,tcp,10.0.0.4,10.0.0.6,43542,5023,lower
1778546287.3349695,FIFO,icmp,10.0.0.1,10.0.0.5,,,upper
1778546287.3368213,FIFO,tcp,10.0.0.1,10.0.0.5,51154,5025,lower
1778546287.3390949,FIFO,tcp,10.0.0.3,10.0.0.6,51930,5027,upper
1778546287.3465343,FIFO,tcp,10.0.0.6,10.0.0.4,60638,5026,lower
1778546287.358041,FIFO,tcp,10.0.0.2,10.0.0.6,34016,5029,upper
1778546287.3743043,FIFO,tcp,10.0.0.5,10.0.0.3,56708,5030,lower
1778546287.4048464,FIFO,tcp,10.0.0.8,10.0.0.4,35976,5028,upper
1778546287.4233274,FIFO,icmp,10.0.0.2,10.0.0.5,,,lower
1778546287.4681056,FIFO,tcp,10.0.0.2,10.0.0.5,36422,5031,upper
1778546287.4833019,FIFO,tcp,10.0.0.6,10.0.0.1,38938,5036,lower
1778546287.4921122,FIFO,tcp,10.0.0.4,10.0.0.7,35410,5035,upper
1778546287.5101378,FIFO,icmp,10.0.0.1,10.0.0.8,,,lower
1778546287.5114481,FIFO,tcp,10.0.0.7,10.0.0.4,36754,5034,upper
1778546287.5226965,FIFO,tcp,10.0.0.8,10.0.0.3,39414,5032,lower
1778546287.5240324,FIFO,tcp,10.0.0.4,10.0.0.6,33672,5037,upper
1778546287.5257995,FIFO,tcp,10.0.0.7,10.0.0.4,55182,5038,lower
1778546287.5472655,FIFO,tcp,10.0.0.4,10.0.0.8,41508,5039,upper
1778546287.5674179,FIFO,tcp,10.0.0.6,10.0.0.3,39626,5042,lower
1778546287.5696545,FIFO,tcp,10.0.0.1,10.0.0.8,49196,5033,upper
1778546287.5736296,FIFO,tcp,10.0.0.7,10.0.0.3,44964,5040,lower
1778546287.5774817,FIFO,tcp,10.0.0.5,10.0.0.4,42832,5046,upper
1778546287.585291,FIFO,tcp,10.0.0.1,10.0.0.8,36830,5041,lower
1778546287.5871289,FIFO,tcp,10.0.0.4,10.0.0.5,45358,5045,upper
1778546287.5888655,FIFO,tcp,10.0.0.2,10.0.0.5,46762,5047,lower
1778546287.6002164,FIFO,tcp,10.0.0.4,10.0.0.5,45306,5043,upper
1778546287.6293435,FIFO,tcp,10.0.0.8,10.0.0.1,48682,5044,lower
1778546287.6962998,FIFO,tcp,10.0.0.8,10.0.0.2,60334,5048,upper
1778546287.7010765,FIFO,tcp,10.0.0.6,10.0.0.4,51190,5050,lower
1778546287.7367227,FIFO,tcp,10.0.0.1,10.0.0.6,48262,5049,upper
1778546287.7531893,FIFO,tcp,10.0.0.7,10.0.0.3,36012,5054,lower
1778546287.7623656,FIFO,tcp,10.0.0.1,10.0.0.5,49440,5051,upper
1778546287.7928057,FIFO,tcp,10.0.0.4,10.0.0.8,52300,5055,lower
1778546287.7937667,FIFO,tcp,10.0.0.5,10.0.0.4,50216,5056,upper
1778546287.7949982,FIFO,tcp,10.0.0.5,10.0.0.3,53970,5058,lower
1778546287.8043633,FIFO,tcp,10.0.0.8,10.0.0.4,59312,5052,upper
1778546287.8133838,FIFO,tcp,10.0.0.4,10.0.0.6,43098,5053,lower
1778546287.8139675,FIFO,tcp,10.0.0.8,10.0.0.2,46584,5062,upper
1778546287.8251624,FIFO,tcp,10.0.0.4,10.0.0.5,50986,5059,lower
1778546287.8258321,FIFO,tcp,10.0.0.4,10.0.0.7,37362,5057,upper
1778546287.826865,FIFO,tcp,10.0.0.7,10.0.0.1,39772,5060,lower
1778546287.8510606,FIFO,tcp,10.0.0.4,10.0.0.6,59648,5061,upper
1778546287.85163,FIFO,tcp,10.0.0.2,10.0.0.6,41510,5063,lower
1778546287.8820233,FIFO,tcp,10.0.0.4,10.0.0.8,34534,5067,upper
1778546287.89003,FIFO,tcp,10.0.0.8,10.0.0.1,43378,5064,lower
1778546287.8915987,FIFO,tcp,10.0.0.7,10.0.0.1,50794,5066,upper
1778546287.8928626,FIFO,tcp,10.0.0.1,10.0.0.7,41812,5065,lower
1778546287.895342,FIFO,icmp,10.0.0.2,10.0.0.7,,,upper
1778546287.896433,FIFO,tcp,10.0.0.2,10.0.0.7,35334,5069,lower
1778546287.9201016,FIFO,tcp,10.0.0.8,10.0.0.2,44448,5068,upper
1778546287.9537108,FIFO,tcp,10.0.0.6,10.0.0.2,38928,5072,lower
1778546287.9910617,FIFO,tcp,10.0.0.3,10.0.0.8,52346,5071,upper
1778546287.9917696,FIFO,tcp,10.0.0.7,10.0.0.2,60546,5070,lower
1778546288.0236747,FIFO,tcp,10.0.0.3,10.0.0.8,47986,5073,upper
1778546288.071716,FIFO,tcp,10.0.0.8,10.0.0.3,45054,5074,lower
1778546288.0937521,FIFO,tcp,10.0.0.5,10.0.0.4,48230,5076,upper
1778546288.0964181,FIFO,tcp,10.0.0.2,10.0.0.8,36438,5079,lower
1778546288.1041036,FIFO,tcp,10.0.0.3,10.0.0.6,54888,5075,upper
1778546288.1053557,FIFO,tcp,10.0.0.5,10.0.0.3,47222,5078,lower
1778546288.107371,FIFO,tcp,10.0.0.1,10.0.0.7,41388,5081,upper
1778546288.1450531,FIFO,tcp,10.0.0.4,10.0.0.6,41538,5077,lower
1778546288.1546612,FIFO,tcp,10.0.0.7,10.0.0.4,57102,5080,upper
1778546288.1563952,FIFO,tcp,10.0.0.6,10.0.0.2,46246,5082,lower
1778546288.2217603,FIFO,tcp,10.0.0.3,10.0.0.8,42928,5083,upper
1778546288.2266703,FIFO,tcp,10.0.0.6,10.0.0.3,41728,5084,lower
1778546288.290572,FIFO,tcp,10.0.0.2,10.0.0.7,36282,5085,upper
1778546288.294025,FIFO,tcp,10.0.0.7,10.0.0.2,59226,5088,lower
1778546288.3011696,FIFO,tcp,10.0.0.5,10.0.0.4,52592,5092,upper
1778546288.3182647,FIFO,tcp,10.0.0.6,10.0.0.2,39188,5094,lower
1778546288.3295658,FIFO,tcp,10.0.0.8,10.0.0.2,55698,5090,upper
1778546288.3313088,FIFO,tcp,10.0.0.1,10.0.0.8,60078,5091,lower
1778546288.3332052,FIFO,tcp,10.0.0.8,10.0.0.4,53856,5086,upper
1778546288.3361316,FIFO,tcp,10.0.0.3,10.0.0.7,46508,5087,lower
1778546288.3388956,FIFO,tcp,10.0.0.4,10.0.0.6,56244,5089,upper
1778546288.3438146,FIFO,tcp,10.0.0.3,10.0.0.6,38638,5093,lower
1778546288.363513,FIFO,tcp,10.0.0.3,10.0.0.8,46968,5095,upper
1778546288.3684077,FIFO,tcp,10.0.0.7,10.0.0.4,52920,5096,lower
1778546288.3890908,FIFO,tcp,10.0.0.4,10.0.0.5,37700,5097,upper
1778546288.4003417,FIFO,tcp,10.0.0.6,10.0.0.1,50438,5098,lower
1778546288.4354827,FIFO,tcp,10.0.0.1,10.0.0.8,49138,5099,upper
1778546288.4426165,FIFO,tcp,10.0.0.2,10.0.0.5,57496,5105,lower
1778546288.449504,FIFO,tcp,10.0.0.8,10.0.0.3,41390,5102,upper
1778546288.4511235,FIFO,tcp,10.0.0.1,10.0.0.6,38126,5101,lower
1778546288.4529023,FIFO,tcp,10.0.0.5,10.0.0.3,53202,5106,upper
1778546288.4542642,FIFO,tcp,10.0.0.5,10.0.0.3,56212,5108,lower
1778546288.4546895,FIFO,tcp,10.0.0.8,10.0.0.3,56576,5100,upper
1778546288.4665732,FIFO,tcp,10.0.0.3,10.0.0.7,56022,5103,lower
1778546288.4682913,FIFO,tcp,10.0.0.7,10.0.0.3,38456,5104,upper
1778546288.4883473,FIFO,tcp,10.0.0.3,10.0.0.7,55748,5107,lower
1778546288.4931116,FIFO,tcp,10.0.0.5,10.0.0.3,43204,5114,upper
1778546288.5123134,FIFO,tcp,10.0.0.1,10.0.0.8,45080,5109,lower
1778546288.5183227,FIFO,tcp,10.0.0.8,10.0.0.2,33392,5112,upper
1778546288.5215297,FIFO,tcp,10.0.0.3,10.0.0.7,57072,5111,lower
1778546288.5283663,FIFO,tcp,10.0.0.7,10.0.0.3,50502,5110,upper
1778546288.531844,FIFO,tcp,10.0.0.3,10.0.0.8,37058,5113,lower
1778546288.5429337,FIFO,tcp,10.0.0.2,10.0.0.8,59516,5115,upper
1778546288.545527,FIFO,tcp,10.0.0.2,10.0.0.8,58752,5117,lower
1778546288.5545247,FIFO,tcp,10.0.0.6,10.0.0.3,42756,5120,upper
1778546288.565674,FIFO,tcp,10.0.0.6,10.0.0.1,43748,5118,lower
1778546288.58322,FIFO,tcp,10.0.0.8,10.0.0.4,35270,5116,upper
1778546288.5894227,FIFO,tcp,10.0.0.3,10.0.0.8,58394,5119,lower
1778546288.6048281,FIFO,tcp,10.0.0.2,10.0.0.6,48720,5121,upper
1778546288.625055,FIFO,tcp,10.0.0.6,10.0.0.3,53104,5122,lower
1778546288.696725,FIFO,tcp,10.0.0.5,10.0.0.3,45750,5124,upper
1778546288.7054753,FIFO,tcp,10.0.0.6,10.0.0.2,51382,5126,lower
1778546288.7136452,FIFO,tcp,10.0.0.4,10.0.0.7,41838,5123,upper
1778546288.7327507,FIFO,tcp,10.0.0.1,10.0.0.7,33950,5125,lower
1778546288.789918,FIFO,tcp,10.0.0.8,10.0.0.4,41436,5128,upper
1778546288.7968795,FIFO,tcp,10.0.0.7,10.0.0.3,35416,5130,lower
1778546288.7988844,FIFO,tcp,10.0.0.1,10.0.0.7,55394,5127,upper
1778546288.802344,FIFO,tcp,10.0.0.1,10.0.0.5,52008,5129,lower
1778546288.8044338,FIFO,tcp,10.0.0.1,10.0.0.5,50636,5131,upper
1778546288.8284843,FIFO,tcp,10.0.0.5,10.0.0.4,38362,5132,lower
